128,3,"Romeoville, IL",41.64,-88.077,1 3 2013 5:00AM,1 3 2013 11:00AM
129,1,"Lindale, GA",34.187,-85.163,1 4 2013 10:00AM,1 4 2013 12:00PM
129,2,"Romeoville, IL",41.64,-88.077,1 8 2013 7:00AM,1 8 2013 9:00AM
130,1,"Windsor Locks, CT",41.929,-72.627,1 4 2013 10:00AM,1 4 2013 11:00AM
130,2,"E. HARTFORD, CT",41.773,-72.638,1 4 2013 1:00PM,1 4 2013 2:00PM
130,3,"Romeoville, IL",41.64,-88.077,1 7 2013 11:40AM,1 7 2013 1:50PM
131,1,"Mirando City, TX",27.44,-99.001,1 7 2013 1:00PM,1 7 2013 2:30PM
131,2,"Chicago, IL",41.874,-87.651,1 10 2013 6:45AM,1 10 2013 8:22AM
132,1,"Mirando City, TX",27.44,-99.001,2 1 2013 1:45PM,2 1 2013 4:00PM
132,2,"Itasca, IL",41.971,-88.018,2 4 2013 11:15AM,2 4 2013 2:00PM
133,1,"Mirando City, TX",27.44,-99.001,1 29 2013 2:10PM,1 29 2013 5:30PM
133,2,"Alsip, IL",41.662,-87.738,1 31 2013 10:00AM,1 31 2013 11:30AM
134,1,"Rondout, IL",42.28,-87.895,1 7 2013 8:30AM,1 7 2013 9:30AM
134,2,"Melrose Park, IL",41.91,-87.837,1 7 2013 10:00AM,1 7 2013 10:30AM
135,1,"Alden, KS",38.242,-98.312,1 2 2013 11:30AM,1 2 2013 4:40PM
135,2,"Berwyn, IL",41.852,-87.804,1 4 2013 7:30AM,1 4 2013 9:40AM
136,1,"Bradley, IL",41.159,-87.852,1 4 2013 8:00AM,1 4 2013 9:00AM
136,2,"Melrose Park, IL",41.91,-87.837,1 4 2013 10:30AM,1 4 2013 11:15AM
137,1,"Alden, KS",38.242,-98.312,1 4 2013 3:00PM,1 4 2013 4:00PM
137,2,"Brookfield, IL",41.816,-87.836,1 7 2013 12:00PM,1 7 2013 2:00PM
138,1,"Alden, KS",38.242,-98.312,1 3 2013 5:00PM,1 3 2013 7:00PM
138,2,"Brookfield, IL",41.816,-87.836,1 7 2013 11:30AM,1 7 2013 1:30PM
139,1,"Addison, IL",41.939,-88.033,1 3 2013 8:48AM,1 3 2013 9:18AM
139,2,"Melrose Park, IL",41.91,-87.837,1 3 2013 10:00AM,1 3 2013 10:40AM
140,1,"Stanley, KY",37.822,-87.248,1 2 2013 1:00PM,1 2 2013 2:54PM
